mode,task,trial,turn,completion_tokens,prompt_tokens,total_tokens,reasoning_tokens,latency_s
Qwen3-4B-nothink,HumanEval_83,1,3,467,1158,1625,0,4.961543
Qwen3-4B-nothink,HumanEval_83,1,4,485,1645,2130,0,5.201779
Qwen3-4B-nothink,HumanEval_83,1,5,479,2150,2629,0,5.186179
Qwen3-4B-nothink,HumanEval_83,1,6,474,2649,3123,0,5.175981
Qwen3-4B-nothink,HumanEval_83,2,1,192,496,688,0,2.301953
Qwen3-4B-nothink,HumanEval_83,2,2,324,708,1032,0,3.407861
Qwen3-4B-nothink,HumanEval_83,2,3,328,1052,1380,0,3.48049
Qwen3-4B-nothink,HumanEval_83,2,4,327,1400,1727,0,3.49593
Qwen3-4B-nothink,HumanEval_83,2,5,354,1747,2101,0,3.807742
Qwen3-4B-nothink,HumanEval_84,0,1,192,599,791,0,2.292469
Qwen3-4B-nothink,HumanEval_84,1,1,192,599,791,0,2.292969
Qwen3-4B-nothink,HumanEval_84,2,1,192,599,791,0,2.279272
Qwen3-4B-nothink,HumanEval_85,0,1,97,507,604,0,1.28369
Qwen3-4B-nothink,HumanEval_85,1,1,97,507,604,0,1.297674
Qwen3-4B-nothink,HumanEval_85,2,1,97,507,604,0,1.321503
Qwen3-4B-nothink,HumanEval_86,0,1,198,582,780,0,2.357556
Qwen3-4B-nothink,HumanEval_86,1,1,198,582,780,0,2.352396
Qwen3-4B-nothink,HumanEval_86,2,1,198,582,780,0,2.355283
Qwen3-4B-nothink,HumanEval_87,0,1,335,711,1046,0,3.794045
Qwen3-4B-nothink,HumanEval_87,1,1,335,711,1046,0,3.792779
Qwen3-4B-nothink,HumanEval_87,2,1,335,711,1046,0,3.795973
Qwen3-4B-nothink,HumanEval_88,0,1,330,655,985,0,3.74289
Qwen3-4B-nothink,HumanEval_88,1,1,343,655,998,0,3.900893
Qwen3-4B-nothink,HumanEval_88,2,1,330,655,985,0,3.725661
Qwen3-4B-nothink,HumanEval_89,0,1,205,562,767,0,2.406597
Qwen3-4B-nothink,HumanEval_89,0,2,283,787,1070,0,2.985062
Qwen3-4B-nothink,HumanEval_89,0,3,306,1090,1396,0,3.252253
Qwen3-4B-nothink,HumanEval_89,0,4,312,1416,1728,0,3.336202
Qwen3-4B-nothink,HumanEval_89,0,5,312,1748,2060,0,3.358491
Qwen3-4B-nothink,HumanEval_89,0,6,306,2080,2386,0,3.317286
Qwen3-4B-nothink,HumanEval_89,1,1,196,562,758,0,2.314549
Qwen3-4B-nothink,HumanEval_89,1,2,332,778,1110,0,3.490224
Qwen3-4B-nothink,HumanEval_89,1,3,332,1130,1462,0,3.535827
Qwen3-4B-nothink,HumanEval_89,1,4,264,1482,1746,0,2.835309
Qwen3-4B-nothink,HumanEval_89,2,1,200,562,762,0,2.385444
Qwen3-4B-nothink,HumanEval_89,2,2,299,782,1081,0,3.150577
Qwen3-4B-nothink,HumanEval_89,2,3,296,1242,1538,0,3.165397
Qwen3-4B-nothink,HumanEval_89,2,4,372,1571,1943,0,3.980898
Qwen3-4B-nothink,HumanEval_89,2,5,309,1976,2285,0,3.352424
Qwen3-4B-nothink,HumanEval_89,2,6,422,2317,2739,0,4.576546
Qwen3-4B-nothink,HumanEval_9,0,1,167,552,719,0,2.062618
Qwen3-4B-nothink,HumanEval_9,1,1,158,552,710,0,1.943151
Qwen3-4B-nothink,HumanEval_9,2,1,158,552,710,0,1.941654
Qwen3-4B-nothink,HumanEval_90,0,1,185,576,761,0,2.252631
Qwen3-4B-nothink,HumanEval_90,1,1,185,576,761,0,2.20032
Qwen3-4B-nothink,HumanEval_90,2,1,220,576,796,0,2.597718
Qwen3-4B-nothink,HumanEval_90,2,2,281,816,1097,0,2.969321
Qwen3-4B-nothink,HumanEval_91,0,1,178,559,737,0,2.182199
Qwen3-4B-nothink,HumanEval_91,0,2,220,870,1090,0,2.33753
Qwen3-4B-nothink,HumanEval_91,0,3,257,1110,1367,0,2.734613
Qwen3-4B-nothink,HumanEval_91,0,4,280,1387,1667,0,2.994171
Qwen3-4B-nothink,HumanEval_91,0,5,252,1687,1939,0,2.717813
Qwen3-4B-nothink,HumanEval_91,0,6,283,1959,2242,0,3.064549
Qwen3-4B-nothink,HumanEval_91,1,1,184,559,743,0,2.219503
Qwen3-4B-nothink,HumanEval_91,1,2,249,763,1012,0,2.622738
Qwen3-4B-nothink,HumanEval_91,1,3,245,1032,1277,0,2.605948
Qwen3-4B-nothink,HumanEval_91,1,4,246,1297,1543,0,2.634474
Qwen3-4B-nothink,HumanEval_91,1,5,260,1563,1823,0,2.793935
Qwen3-4B-nothink,HumanEval_91,1,6,260,1843,2103,0,2.810509
Qwen3-4B-nothink,HumanEval_91,2,1,184,559,743,0,2.216857
Qwen3-4B-nothink,HumanEval_91,2,2,245,763,1008,0,2.582944
Qwen3-4B-nothink,HumanEval_91,2,3,265,1028,1293,0,2.81892
Qwen3-4B-nothink,HumanEval_91,2,4,282,1313,1595,0,3.017423
Qwen3-4B-nothink,HumanEval_91,2,5,282,1615,1897,0,3.030991
Qwen3-4B-nothink,HumanEval_91,2,6,269,1917,2186,0,2.911862
Qwen3-4B-nothink,HumanEval_92,0,1,201,587,788,0,2.375485
Qwen3-4B-nothink,HumanEval_92,1,1,201,587,788,0,2.382388
Qwen3-4B-nothink,HumanEval_92,2,1,212,587,799,0,2.493989
Qwen3-4B-nothink,HumanEval_93,0,1,349,561,910,0,3.92947
Qwen3-4B-nothink,HumanEval_93,1,1,267,561,828,0,3.060119
Qwen3-4B-nothink,HumanEval_93,1,2,318,848,1166,0,3.367193
Qwen3-4B-nothink,HumanEval_93,1,3,99,1186,1285,0,1.082959
Qwen3-4B-nothink,HumanEval_93,1,4,336,1435,1771,0,3.59055
Qwen3-4B-nothink,HumanEval_93,1,5,544,1822,2366,0,5.849584
Qwen3-4B-nothink,HumanEval_93,1,6,544,2417,2961,0,5.91869
Qwen3-4B-nothink,HumanEval_93,2,1,260,561,821,0,2.998664
Qwen3-4B-nothink,HumanEval_93,2,2,320,841,1161,0,3.371592
Qwen3-4B-nothink,HumanEval_93,2,3,327,1181,1508,0,3.484119
Qwen3-4B-nothink,HumanEval_93,2,4,327,1528,1855,0,3.502903
Qwen3-4B-nothink,HumanEval_93,2,5,331,1875,2206,0,3.571293
Qwen3-4B-nothink,HumanEval_93,2,6,331,2226,2557,0,3.592243
Qwen3-4B-nothink,HumanEval_94,0,1,198,779,977,0,2.380261
Qwen3-4B-nothink,HumanEval_94,1,1,196,779,975,0,2.375518
Qwen3-4B-nothink,HumanEval_94,2,1,198,779,977,0,2.38231
Qwen3-4B-nothink,HumanEval_95,0,1,220,625,845,0,2.572389
Qwen3-4B-nothink,HumanEval_95,0,2,327,1432,1759,0,3.5188
Qwen3-4B-nothink,HumanEval_95,1,1,244,625,869,0,2.842058
Qwen3-4B-nothink,HumanEval_95,1,2,338,1453,1791,0,3.634446
Qwen3-4B-nothink,HumanEval_95,2,1,244,625,869,0,2.829272
Qwen3-4B-nothink,HumanEval_95,2,2,341,1443,1784,0,3.665022
Qwen3-4B-nothink,HumanEval_96,0,1,252,607,859,0,2.927467
Qwen3-4B-nothink,HumanEval_96,1,1,252,607,859,0,2.962716
Qwen3-4B-nothink,HumanEval_96,2,1,259,607,866,0,2.996995
Qwen3-4B-nothink,HumanEval_96,2,2,327,886,1213,0,3.465509
Qwen3-4B-nothink,HumanEval_96,2,3,302,1247,1549,0,3.232177
Qwen3-4B-nothink,HumanEval_96,2,4,295,1583,1878,0,3.176138
Qwen3-4B-nothink,HumanEval_96,2,5,296,1912,2208,0,3.208062
Qwen3-4B-nothink,HumanEval_96,2,6,296,2242,2538,0,3.224469
Qwen3-4B-nothink,HumanEval_97,0,1,165,565,730,0,1.995143
Qwen3-4B-nothink,HumanEval_97,1,1,165,565,730,0,2.016353
Qwen3-4B-nothink,HumanEval_97,2,1,164,565,729,0,2.08365
Qwen3-4B-nothink,HumanEval_98,0,1,124,524,648,0,1.58055
Qwen3-4B-nothink,HumanEval_98,1,1,140,524,664,0,1.733979
Qwen3-4B-nothink,HumanEval_98,2,1,134,524,658,0,1.738525
Qwen3-4B-nothink,HumanEval_99,0,1,235,616,851,0,2.776976
Qwen3-4B-nothink,HumanEval_99,1,1,235,616,851,0,2.738434
Qwen3-4B-nothink,HumanEval_99,2,1,261,616,877,0,3.088539
Qwen3-4B-think,HumanEval_0,0,1,2536,572,3108,0,27.190815
Qwen3-4B-think,HumanEval_0,1,1,2849,572,3421,0,30.639614
Qwen3-4B-think,HumanEval_0,2,1,997,572,1569,0,10.74965
Qwen3-4B-think,HumanEval_0,3,1,1497,572,2069,0,16.06104
Qwen3-4B-think,HumanEval_0,4,1,1547,572,2119,0,16.569091
Qwen3-4B-think,HumanEval_1,0,1,6915,563,7478,0,76.226953
Qwen3-4B-think,HumanEval_1,1,1,7969,563,8532,0,88.250713
Qwen3-4B-think,HumanEval_1,2,1,40395,563,40958,0,556.254165
Qwen3-4B-think,HumanEval_1,3,1,3974,563,4537,0,42.888934
Qwen3-4B-think,HumanEval_1,4,1,10877,563,11440,0,123.027463
Qwen3-4B-think,HumanEval_10,0,1,1691,590,2281,0,18.126463
Qwen3-4B-think,HumanEval_10,1,1,2396,590,2986,0,25.70274
Qwen3-4B-think,HumanEval_10,1,2,4117,1172,5289,0,44.653172
Qwen3-4B-think,HumanEval_10,2,1,1573,590,2163,0,16.846595
Qwen3-4B-think,HumanEval_10,3,1,1536,590,2126,0,16.475151
Qwen3-4B-think,HumanEval_10,4,1,1979,590,2569,0,21.219347
Qwen3-4B-think,HumanEval_100,0,1,1539,580,2119,0,16.493373
Qwen3-4B-think,HumanEval_100,1,1,1235,580,1815,0,13.25409
Qwen3-4B-think,HumanEval_100,2,1,1517,580,2097,0,16.249933
Qwen3-4B-think,HumanEval_100,3,1,2365,580,2945,0,25.383078
Qwen3-4B-think,HumanEval_100,4,1,1878,580,2458,0,20.135324
Qwen3-4B-think,HumanEval_101,0,1,1704,564,2268,0,18.280521
Qwen3-4B-think,HumanEval_101,1,1,1176,564,1740,0,12.651465
Qwen3-4B-think,HumanEval_101,2,1,1110,564,1674,0,11.935085
Qwen3-4B-think,HumanEval_101,3,1,945,564,1509,0,10.202201
Qwen3-4B-think,HumanEval_101,4,1,2291,564,2855,0,24.58767
Qwen3-4B-think,HumanEval_102,0,1,4525,547,5072,0,48.989086
Qwen3-4B-think,HumanEval_102,1,1,2750,547,3297,0,29.532512
Qwen3-4B-think,HumanEval_102,2,1,5925,547,6472,0,64.794345
Qwen3-4B-think,HumanEval_102,3,1,1588,547,2135,0,17.007897
Qwen3-4B-think,HumanEval_102,4,1,2009,547,2556,0,21.526473
Qwen3-4B-think,HumanEval_103,0,1,3434,598,4032,0,37.021328
Qwen3-4B-think,HumanEval_103,1,1,1725,598,2323,0,18.482487
Qwen3-4B-think,HumanEval_103,2,1,2557,598,3155,0,27.464636
Qwen3-4B-think,HumanEval_103,3,1,2104,598,2702,0,22.563546
Qwen3-4B-think,HumanEval_103,4,1,2243,598,2841,0,24.090479
Qwen3-4B-think,HumanEval_104,0,1,1248,563,1811,0,13.398434
Qwen3-4B-think,HumanEval_104,1,1,1137,563,1700,0,12.206081
Qwen3-4B-think,HumanEval_104,2,1,1291,563,1854,0,13.856094
Qwen3-4B-think,HumanEval_104,3,1,1475,563,2038,0,15.873208
Qwen3-4B-think,HumanEval_104,4,1,1013,563,1576,0,10.935803
Qwen3-4B-think,HumanEval_105,0,1,1553,727,2280,0,16.715838
Qwen3-4B-think,HumanEval_105,1,1,1355,727,2082,0,14.571281
Qwen3-4B-think,HumanEval_105,2,1,1918,727,2645,0,20.611927
Qwen3-4B-think,HumanEval_105,3,1,5493,727,6220,0,60.047276
Qwen3-4B-think,HumanEval_105,4,1,2063,727,2790,0,22.147908
Qwen3-4B-think,HumanEval_106,0,1,1314,574,1888,0,14.109869
Qwen3-4B-think,HumanEval_106,1,1,2095,574,2669,0,22.462503
Qwen3-4B-think,HumanEval_106,2,1,1411,574,1985,0,15.126922
Qwen3-4B-think,HumanEval_106,3,1,1881,574,2455,0,20.188663
Qwen3-4B-think,HumanEval_106,4,1,1558,574,2132,0,16.749624
Qwen3-4B-think,HumanEval_107,0,1,1372,662,2034,0,14.762992
Qwen3-4B-think,HumanEval_107,1,1,1108,662,1770,0,11.931195
Qwen3-4B-think,HumanEval_107,2,1,1047,662,1709,0,11.297812
Qwen3-4B-think,HumanEval_107,3,1,1333,662,1995,0,14.345878
Qwen3-4B-think,HumanEval_107,4,1,1075,662,1737,0,11.598642
Qwen3-4B-think,HumanEval_108,0,1,7937,576,8513,0,87.942661
Qwen3-4B-think,HumanEval_108,1,1,2300,576,2876,0,24.639098
Qwen3-4B-think,HumanEval_108,2,1,3533,576,4109,0,38.059562
Qwen3-4B-think,HumanEval_108,3,1,4029,576,4605,0,43.561619
Qwen3-4B-think,HumanEval_108,4,1,2756,576,3332,0,29.634795
Qwen3-4B-think,HumanEval_109,0,1,2942,747,3689,0,31.756503
Qwen3-4B-think,HumanEval_109,1,1,5448,747,6195,0,59.575049
Qwen3-4B-think,HumanEval_109,2,1,2085,747,2832,0,22.404041
Qwen3-4B-think,HumanEval_109,3,1,7724,747,8471,0,85.802593
Qwen3-4B-think,HumanEval_109,4,1,3693,747,4440,0,39.941477
Qwen3-4B-think,HumanEval_11,0,1,1600,530,2130,0,17.146399
Qwen3-4B-think,HumanEval_11,1,1,2075,530,2605,0,22.209645
Qwen3-4B-think,HumanEval_11,2,1,1769,530,2299,0,18.932768
Qwen3-4B-think,HumanEval_11,3,1,2288,530,2818,0,24.493621
Qwen3-4B-think,HumanEval_11,4,1,1179,530,1709,0,12.684645
Qwen3-4B-think,HumanEval_110,0,1,1651,645,2296,0,17.70367
Qwen3-4B-think,HumanEval_110,1,1,1652,645,2297,0,17.77801
Qwen3-4B-think,HumanEval_110,2,1,1953,645,2598,0,20.950081
Qwen3-4B-think,HumanEval_110,3,1,2098,645,2743,0,22.524294
Qwen3-4B-think,HumanEval_110,4,1,1365,645,2010,0,14.672324
Qwen3-4B-think,HumanEval_111,0,1,1745,599,2344,0,18.6988
Qwen3-4B-think,HumanEval_111,1,1,1237,599,1836,0,13.286199
Qwen3-4B-think,HumanEval_111,2,1,2405,599,3004,0,25.814838
Qwen3-4B-think,HumanEval_111,3,1,6006,599,6605,0,65.782781
Qwen3-4B-think,HumanEval_111,4,1,1266,599,1865,0,13.606707
Qwen3-4B-think,HumanEval_112,0,1,1279,610,1889,0,13.729122
Qwen3-4B-think,HumanEval_112,1,1,1264,610,1874,0,13.578842
Qwen3-4B-think,HumanEval_112,2,1,1048,610,1658,0,11.307719
Qwen3-4B-think,HumanEval_112,3,1,1148,610,1758,0,12.389524
Qwen3-4B-think,HumanEval_112,4,1,1124,610,1734,0,12.104576
Qwen3-4B-think,HumanEval_113,0,1,9859,630,10489,0,110.79233
Qwen3-4B-think,HumanEval_113,0,2,6358,1369,7727,0,70.296106
Qwen3-4B-think,HumanEval_113,0,3,950,2021,2971,0,10.261699
Qwen3-4B-think,HumanEval_113,1,1,3345,630,3975,0,36.017741
Qwen3-4B-think,HumanEval_113,2,1,2123,630,2753,0,22.747798
Qwen3-4B-think,HumanEval_113,3,1,3050,630,3680,0,32.824436
Qwen3-4B-think,HumanEval_113,3,2,6038,808,6846,0,66.065239
Qwen3-4B-think,HumanEval_113,3,3,8475,983,9458,0,94.559821
Qwen3-4B-think,HumanEval_113,3,4,3747,1158,4905,0,40.544966
Qwen3-4B-think,HumanEval_113,3,5,7172,1336,8508,0,79.732006
Qwen3-4B-think,HumanEval_113,3,6,3572,1883,5455,0,39.083639
Qwen3-4B-think,HumanEval_113,4,1,6145,630,6775,0,67.319133
Qwen3-4B-think,HumanEval_114,0,1,1353,536,1889,0,14.504415
Qwen3-4B-think,HumanEval_114,1,1,1384,536,1920,0,14.877391
Qwen3-4B-think,HumanEval_114,2,1,1848,536,2384,0,19.866718
Qwen3-4B-think,HumanEval_114,3,1,1732,536,2268,0,18.651081
Qwen3-4B-think,HumanEval_114,4,1,1347,536,1883,0,14.466883
Qwen3-4B-think,HumanEval_115,0,1,1181,774,1955,0,12.770152
Qwen3-4B-think,HumanEval_115,1,1,4016,774,4790,0,43.512828
Qwen3-4B-think,HumanEval_115,2,1,1387,774,2161,0,14.923426
Qwen3-4B-think,HumanEval_115,3,1,1821,774,2595,0,19.585378
Qwen3-4B-think,HumanEval_115,4,1,1403,774,2177,0,15.102469
Qwen3-4B-think,HumanEval_116,0,1,9164,618,9782,0,102.439722
Qwen3-4B-think,HumanEval_116,1,1,10765,618,11383,0,121.738664
Qwen3-4B-think,HumanEval_116,2,1,8661,618,9279,0,96.484693
Qwen3-4B-think,HumanEval_116,3,1,9029,618,9647,0,100.861611
Qwen3-4B-think,HumanEval_116,4,1,10986,618,11604,0,124.400159
Qwen3-4B-think,HumanEval_117,0,1,1981,629,2610,0,21.259931
Qwen3-4B-think,HumanEval_117,1,1,1890,629,2519,0,20.299521
Qwen3-4B-think,HumanEval_117,2,1,2379,629,3008,0,25.555397
Qwen3-4B-think,HumanEval_117,3,1,1743,629,2372,0,18.740252
Qwen3-4B-think,HumanEval_117,4,1,2005,629,2634,0,21.507368
Qwen3-4B-think,HumanEval_118,0,1,4180,597,4777,0,45.238468
Qwen3-4B-think,HumanEval_118,1,1,6587,597,7184,0,72.408382
Qwen3-4B-think,HumanEval_118,2,1,5988,597,6585,0,65.52012
Qwen3-4B-think,HumanEval_118,3,1,7023,597,7620,0,77.358385
Qwen3-4B-think,HumanEval_118,4,1,5961,597,6558,0,65.230037
Qwen3-4B-think,HumanEval_119,0,1,9271,616,9887,0,103.73366
Qwen3-4B-think,HumanEval_119,1,1,8366,616,8982,0,93.043754
Qwen3-4B-think,HumanEval_119,2,1,7836,616,8452,0,86.8198
Qwen3-4B-think,HumanEval_119,3,1,3595,616,4211,0,38.781388
Qwen3-4B-think,HumanEval_119,4,1,8873,616,9489,0,98.999513
Qwen3-4B-think,HumanEval_12,0,1,682,550,1232,0,7.399414
Qwen3-4B-think,HumanEval_12,1,1,2310,550,2860,0,24.724879
Qwen3-4B-think,HumanEval_12,2,1,1107,550,1657,0,11.913103
Qwen3-4B-think,HumanEval_12,3,1,2375,550,2925,0,25.464957
Qwen3-4B-think,HumanEval_12,4,1,1056,550,1606,0,11.337275
Qwen3-4B-think,HumanEval_120,0,1,1611,671,2282,0,17.307476
Qwen3-4B-think,HumanEval_120,1,1,2152,671,2823,0,23.106081
Qwen3-4B-think,HumanEval_120,2,1,1624,671,2295,0,17.434249
Qwen3-4B-think,HumanEval_120,3,1,1403,671,2074,0,15.098612
Qwen3-4B-think,HumanEval_120,4,1,1740,671,2411,0,18.676073
Qwen3-4B-think,HumanEval_121,0,1,1001,551,1552,0,10.758012
Qwen3-4B-think,HumanEval_121,1,1,952,551,1503,0,10.258363
Qwen3-4B-think,HumanEval_121,2,1,1086,551,1637,0,11.689699
Qwen3-4B-think,HumanEval_121,3,1,977,551,1528,0,10.552562
Qwen3-4B-think,HumanEval_121,4,1,966,551,1517,0,10.437412
Qwen3-4B-think,HumanEval_122,0,1,932,585,1517,0,10.051282
Qwen3-4B-think,HumanEval_122,1,1,1374,585,1959,0,14.754848
Qwen3-4B-think,HumanEval_122,2,1,1278,585,1863,0,13.71176
Qwen3-4B-think,HumanEval_122,3,1,1320,585,1905,0,14.186687
Qwen3-4B-think,HumanEval_122,4,1,1238,585,1823,0,13.278235
Qwen3-4B-think,HumanEval_123,0,1,3054,680,3734,0,32.902686
Qwen3-4B-think,HumanEval_123,1,1,1624,680,2304,0,17.427361
Qwen3-4B-think,HumanEval_123,2,1,2729,680,3409,0,29.356458
Qwen3-4B-think,HumanEval_123,3,1,1959,680,2639,0,21.036709
Qwen3-4B-think,HumanEval_123,4,1,2845,680,3525,0,30.621542
Qwen3-4B-think,HumanEval_124,0,1,2295,737,3032,0,24.666978
Qwen3-4B-think,HumanEval_124,1,1,3002,737,3739,0,32.366867
Qwen3-4B-think,HumanEval_124,2,1,3466,737,4203,0,37.436329
Qwen3-4B-think,HumanEval_124,3,1,2976,737,3713,0,32.065489
Qwen3-4B-think,HumanEval_124,4,1,3035,737,3772,0,32.703306
Qwen3-4B-think,HumanEval_125,0,1,2032,589,2621,0,21.769922
Qwen3-4B-think,HumanEval_125,1,1,2466,589,3055,0,26.444842
Qwen3-4B-think,HumanEval_125,2,1,1311,589,1900,0,14.06807
Qwen3-4B-think,HumanEval_125,3,1,1767,589,2356,0,18.951497
Qwen3-4B-think,HumanEval_125,4,1,1737,589,2326,0,18.616236
Qwen3-4B-think,HumanEval_126,0,1,5893,697,6590,0,64.482135
Qwen3-4B-think,HumanEval_126,1,1,6317,697,7014,0,69.314021
Qwen3-4B-think,HumanEval_126,2,1,4581,697,5278,0,49.732003
Qwen3-4B-think,HumanEval_126,3,1,9255,697,9952,0,103.646802
Qwen3-4B-think,HumanEval_126,3,2,3084,1047,4131,0,33.142124
Qwen3-4B-think,HumanEval_126,4,1,8594,697,9291,0,95.802079
Qwen3-4B-think,HumanEval_127,0,1,3336,702,4038,0,35.974533
Qwen3-4B-think,HumanEval_127,1,1,2340,702,3042,0,25.147825
Qwen3-4B-think,HumanEval_127,2,1,2186,702,2888,0,23.48515
Qwen3-4B-think,HumanEval_127,3,1,3013,702,3715,0,32.514757
Qwen3-4B-think,HumanEval_127,4,1,3117,702,3819,0,33.66077
Qwen3-4B-think,HumanEval_128,0,1,1591,570,2161,0,17.05009
Qwen3-4B-think,HumanEval_128,1,1,1957,570,2527,0,20.966857
Qwen3-4B-think,HumanEval_128,2,1,1789,570,2359,0,19.148054
Qwen3-4B-think,HumanEval_128,3,1,1848,570,2418,0,19.802271
Qwen3-4B-think,HumanEval_128,4,1,1817,570,2387,0,19.464633
Qwen3-4B-think,HumanEval_129,0,1,6992,844,7836,0,77.378637
Qwen3-4B-think,HumanEval_129,1,1,4751,844,5595,0,51.815309
Qwen3-4B-think,HumanEval_129,2,1,10425,844,11269,0,118.074089
Qwen3-4B-think,HumanEval_129,3,1,7599,844,8443,0,84.373753
Qwen3-4B-think,HumanEval_129,4,1,6632,844,7476,0,73.180063
Qwen3-4B-think,HumanEval_13,0,1,1209,520,1729,0,12.960492
Qwen3-4B-think,HumanEval_13,1,1,1587,520,2107,0,16.976995
Qwen3-4B-think,HumanEval_13,2,1,1409,520,1929,0,15.091005
Qwen3-4B-think,HumanEval_13,3,1,1476,520,1996,0,15.832343
Qwen3-4B-think,HumanEval_13,4,1,1282,520,1802,0,13.716152
Qwen3-4B-think,HumanEval_130,0,1,5184,683,5867,0,56.510227
Qwen3-4B-think,HumanEval_130,1,1,11027,683,11710,0,125.044951
Qwen3-4B-think,HumanEval_130,1,2,4166,1070,5236,0,45.144451
Qwen3-4B-think,HumanEval_130,1,3,12032,1483,13515,0,138.764926
Qwen3-4B-think,HumanEval_130,1,4,4944,2319,7263,0,54.927836
Qwen3-4B-think,HumanEval_130,1,5,2867,3195,6062,0,31.83439
Qwen3-4B-think,HumanEval_130,1,6,3364,3914,7278,0,37.903698
Qwen3-4B-think,HumanEval_130,2,1,9652,683,10335,0,108.425662
Qwen3-4B-think,HumanEval_130,3,1,5997,683,6680,0,65.724544
Qwen3-4B-think,HumanEval_130,4,1,9883,683,10566,0,111.173958
Qwen3-4B-think,HumanEval_131,0,1,1790,522,2312,0,19.156218
Qwen3-4B-think,HumanEval_131,0,2,2010,662,2672,0,21.304157
Qwen3-4B-think,HumanEval_131,1,1,1109,522,1631,0,11.927176
Qwen3-4B-think,HumanEval_131,2,1,1296,522,1818,0,13.898872
Qwen3-4B-think,HumanEval_131,2,2,1207,662,1869,0,12.714357
Qwen3-4B-think,HumanEval_131,3,1,1278,522,1800,0,13.725133
Qwen3-4B-think,HumanEval_131,4,1,1301,522,1823,0,14.030622
Qwen3-4B-think,HumanEval_131,4,2,1450,662,2112,0,15.295282
Qwen3-4B-think,HumanEval_132,0,1,5608,581,6189,0,61.156793
Qwen3-4B-think,HumanEval_132,0,2,11250,711,11961,0,127.558952
Qwen3-4B-think,HumanEval_132,0,3,623,1363,1986,0,6.671211
Qwen3-4B-think,HumanEval_132,0,4,3154,1730,4884,0,36.031437
Qwen3-4B-think,HumanEval_132,0,5,712,2313,3025,0,7.727459
Qwen3-4B-think,HumanEval_132,0,6,3061,2717,5778,0,33.77013
Qwen3-4B-think,HumanEval_132,1,1,17951,581,18532,0,213.294351
Qwen3-4B-think,HumanEval_132,1,2,5331,1145,6476,0,58.317977
Qwen3-4B-think,HumanEval_132,1,3,846,1887,2733,0,9.132331
Qwen3-4B-think,HumanEval_132,2,1,1681,581,2262,0,17.991199
Qwen3-4B-think,HumanEval_132,2,2,8058,724,8782,0,89.273444
Qwen3-4B-think,HumanEval_132,3,1,5160,581,5741,0,56.070936
Qwen3-4B-think,HumanEval_132,3,2,5449,727,6176,0,59.326074
Qwen3-4B-think,HumanEval_132,3,3,12836,1209,14045,0,148.261459
Qwen3-4B-think,HumanEval_132,3,4,9014,1723,10737,0,102.116528
Qwen3-4B-think,HumanEval_132,4,1,8108,581,8689,0,89.915574
Qwen3-4B-think,HumanEval_132,4,2,6745,669,7414,0,73.940048
Qwen3-4B-think,HumanEval_132,4,3,580,1324,1904,0,6.197602
Qwen3-4B-think,HumanEval_132,4,4,3912,1422,5334,0,42.488751
Qwen3-4B-think,HumanEval_132,4,5,3654,2025,5679,0,40.024806
Qwen3-4B-think,HumanEval_132,4,6,3841,2508,6349,0,42.437315
Qwen3-4B-think,HumanEval_133,0,1,1131,609,1740,0,12.80017
Qwen3-4B-think,HumanEval_133,1,1,2777,609,3386,0,29.847507
Qwen3-4B-think,HumanEval_133,2,1,1353,609,1962,0,14.561984
Qwen3-4B-think,HumanEval_133,3,1,904,609,1513,0,9.885804
Qwen3-4B-think,HumanEval_133,4,1,1268,609,1877,0,13.639815
Qwen3-4B-think,HumanEval_134,0,1,40373,585,40958,0,555.837904
Qwen3-4B-think,HumanEval_134,1,1,40373,585,40958,0,555.793949
Qwen3-4B-think,HumanEval_134,2,1,40373,585,40958,0,555.81095
Qwen3-4B-think,HumanEval_134,3,1,40373,585,40958,0,555.746408
Qwen3-4B-think,HumanEval_134,4,1,40373,585,40958,0,555.917373
Qwen3-4B-think,HumanEval_135,0,1,1471,551,2022,0,15.882225
Qwen3-4B-think,HumanEval_135,1,1,1135,551,1686,0,12.242974
Qwen3-4B-think,HumanEval_135,2,1,1065,551,1616,0,11.455649
Qwen3-4B-think,HumanEval_135,3,1,1294,551,1845,0,13.904169
Qwen3-4B-think,HumanEval_135,4,1,1149,551,1700,0,12.353956
Qwen3-4B-think,HumanEval_136,0,1,1123,586,1709,0,12.138707
Qwen3-4B-think,HumanEval_136,1,1,1153,586,1739,0,12.400208
Qwen3-4B-think,HumanEval_136,2,1,1010,586,1596,0,10.865854
Qwen3-4B-think,HumanEval_136,3,1,1079,586,1665,0,11.605462
Qwen3-4B-think,HumanEval_136,4,1,957,586,1543,0,10.316173
Qwen3-4B-think,HumanEval_137,0,1,1993,589,2582,0,21.40266
Qwen3-4B-think,HumanEval_137,1,1,2777,589,3366,0,29.822049
Qwen3-4B-think,HumanEval_137,2,1,2200,589,2789,0,23.578669
Qwen3-4B-think,HumanEval_137,3,1,2249,589,2838,0,24.112444
Qwen3-4B-think,HumanEval_137,4,1,1582,589,2171,0,16.97003
Qwen3-4B-think,HumanEval_138,0,1,1351,525,1876,0,14.469836
Qwen3-4B-think,HumanEval_138,1,1,1773,525,2298,0,18.962411
Qwen3-4B-think,HumanEval_138,2,1,1370,525,1895,0,14.672603
Qwen3-4B-think,HumanEval_138,3,1,1293,525,1818,0,13.863943
